Sentiment,Tweets
1,this morning i decide to scream about how my eyes are always in pain at my mom bc they constantly burn and iâ€™m going blind this is it this is my end i just kept yelling i need lasik or iâ€™m gunna die!!!!!!!!!
1,sometimes i feel like my family would be better off without me since iâ€™m such a worthless piece of shit and a bitch to them
1,"double dog dare yall who ever it is his hood want like it or yall city its gone be war-and not of words so thunk its a game and swing on rindo again

we gone but a bunch of ticets to a
game then bum rush him on tv other then that gobears "
1,"speaker always apologize if u hurt someone 

a lil girl beside me so how do i say sorry to myself 

and i felt that"
0,@souljaboytellem http://twitpic.com/2vo2s - looks wickedd  xxxxxxxxxx
1,"try to make it now
i dont want anymore regret
cause times never back"
0,"@Aaronfilmmaker Thank you! No, I don't really see myself directing. Writing &amp; producing make me happy "
0,"@EPMorgan  La K, La F, and La T will rock Notts! so call me and let me know your progress ;) xx"
1,"mother i know that youre tired of being alone dad i know youre trying
to fight when you feel like flying"
0,hi! just joined and i think it's brill! haha still in bed........couldn't be bothered getting up! anyway..........BYE! 
0,Going to bed and then up early to prep for an interview in Cleveland tomorrow 
0,Seems that I'm having one of my &quot;kewl-mooded&quot; dayz somehow  Probably. Or I should drink less coffee?.. O_o argh. Need to buy coffee.
0,Tue ? it must be time for heavy gym session followed by a few martini's tonite at Egerton House Hotel   ahh I love tuesday's
1, show me your insurance card when you rear end wipe out people because youre too busy being a complete asshole to drive sweet tap dancing jesus!!!!! what is wrong with these people
0,@jennifermf Thank you 
0,Watching part one of the &quot;Who was Jesus&quot; trilogy from discovery channel  on dvr. 
0,"@emotionalpedant Thanks EP. For a man at home alone, Blip is a godsend. Mwah "
1,"gostei de um vÃ­deo turner interview on sons suicide ""i dont know what took him to the edge"
0,Good morning everyone! 
0,"@peterwalker78 www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x"
1,nights like these make me want to disappear
1,a day off from feeling suicidal would be appreciated
1,"â€˜lust for money brings trouble and nothing but trouble going down that path some lose their footing in the faith completely and live to regret it bitterly ever afterâ€™ timothy msg

 "
1,life is hard if life was easy then whereâ€™s the adventure how can we learn to appreciate what we have so if life is hard well deal with it it will end good days will come but bad days will come too but it will all end cause nothing is permanent in this world
0,Good morning everyone! 
1, so punish the many for the few sounds like if kid in class cheated well should everyone get a zero cuz of that one ban cars so many deaths from them teens especially!! get real!! the majority dont stop punishing pain you dont know anything about!
0,"I feel sorry for my 64 followers, cause my posts probably take up their entire page "
0,waiting for the pizza to bakee 
1,when im truly old and give zero flying fucks about anything anymore im going to live entirely on peanut m&ms & booze
1,what wouldnâ€™t i give to make it a whole week without having to stab myself give myself an injection with a inch needle there are times that i seriously hate my life circumstances 
1,good morning yall are we ready to die
1,it gets to the point where i donâ€™t know what to live for anymore and all yâ€™all can say oh iâ€™m super depressing and blah blah but itâ€™s the truth iâ€™m living my reality and you just donâ€™t understand it
0,@Shiggity1 LATE LATE LATE!! how could you let yourself fall behind on House MD? 
1,wish someone loved me iâ€™m tired of being alone
0,Up and eating toast 
0,"Wearing my crocs for the 1st time of the year, without socks... Summer is on the way. "
1,i hate my life! 
0,Celebrating a minor banking triumph (that's banking with a b). Got one to admit it was wrong 
0,@hewis i'm reading it hewis! 
1,"how do i casually tweet ""its am and i want to die"" in like a non urgent or serious manner but also like if i died in my sleep id be okay w it u know"
1,the pain wont go away i keep beating myself up so much that i nearly cried at break i just whish that i could tell her how i really feel about this situation but idk how to im at the end of my happiness i might even stop being happy she mattered the most to me but i messed up
0,@mrskutcher I keep forgetting you are in a different time zone than normal! I see your 'tweets' about the morning when it's 10:45pm here! 
0,Is going to a theme park 
0,@lexichow Mz Lexi! hows my fave publicist doin? 
1,hate being a giants fan itâ€™s like half the reason i wanna kill myself
0,http://twitpic.com/2y2jz - we are so stinkin cute 
0,God damn shaun is depressing 
1,nothing will ever bring my friend back iâ€™m trying so hard to live my best life for u but iâ€™m missing u so much every second of my life
0,"have you noticed that &quot;goodnight&quot; is trending topic now .. my working day started few hours ago, waiting for good morning "
1,"missing my handsome boy a lot these daysi just want to have snugglesgive him a walktake him for a rideand love him up again!
there is no other black lab mix as gorgeous as he was!ðŸ’‹
the best dog weâ€™ll ever haveðŸ’œ
no dog will be better or smarter then him! "
1,from now on itâ€™s about me and only me iâ€™m hate that it got to this point but i just canâ€™t do it anymore lmao
0,@you_know_better ??????? ??? ?? ??? 
1,when someone threatens your life but youâ€™re ready to die anyway 
1,buenas noches i hope i die in my sleep
0,@augustography hmmm think we need to get you climbing up hills .. you'll be really sining then 
1,what is wrong with me! still on annual leave but put overtime in for tomorrow thursday friday and saturday 
0,Working Out How To Use This 
1,ijeoma well this is what i call revenge served cold tell her youâ€™re in a serious relationship and it will break your galfrnd if she finds out tell her youâ€™re okay just being friends and anything more can put an end to the friendship else tis handshake dun dey pass elbow
